"time","t","yT0","yT1","yT2","yT3","yT4","yT5","A010_BF01 - [m³/h]","A010_BF02 - [m³/h]","A010_BL01 - [m]","A010_BL02 - [Digital]","A010_BP01 - [bar]","A010_BT02 - [°C]","A010_EB01 - [Digital]","A010_GP01_PV - [%]","A010_GP02_PV - [%]","A020_BP01 - [mbar]","A020_BP02 - [mbar]","A020_BT01 - [°C]","A020_BT02 - [°C]","A020_BT03 - [°C]","A020_GQ01_PV - [%]","A030_BL01 - [m]","A030_BL02 - [m]","A030_BT01 - [°C]","A030_BT02 - [°C]","A030_GP01_PV - [%]","A030_GP02_PV - [%]","A030_QM01_Closed - [Digital]","A030_QM01_Opened - [Digital]","A030_QM02_Closed - [Digital]","A030_QM02_Opened - [Digital]","A040_QN01_PV - [% open]","A040_QN03_PV - [% open]","A040_QN04_PV - [% open]","A050_BL01 - [m]","A050_BL02 - [Digital]","A050_BP01 - [bar]","A050_BT01 - [°C]","A050_BT02 - [°C]","A050_GP01_PV - [%]","A050_GP02_PV - [%]","A060_BP01 - [bar]","A060_BP02 - [bar]","A060_BT01 - [°C]","A060_BT02 - [°C]","A060_GP01_PV - [%]","A060_QN01_PV - [% open]","A070_GP01 - [Digital]","A080_GP01 - [Digital]","A193_BE01_kW - [kW]","A193_BE01_kWh - [kW/h]","Barometer Elab - [mbar]","CO2_abs_in - [%]","CO2_tør_abs - [%]","CO2_tør_efter_des - [%]","CO_abs_in - [%]","CO_abs_in - [ppm]","Damp_kedel - [kWh]","Effekt - [kW]","El effekt - [Wh]","Flow - [m³/h]","Flow_efter_abs - [Pa]","Flow_efter_des - [Pa]","Flow_før abs - [Pa]","Frem - [°C]","O2_calc_abs_in - [%]","O2_tør_abs - [%]","O2_tør_efter_des - [%]","O2_våd_abs - [%]","O2_våd_efter_des - [%]","Retur - [°C]","Rum Elab - [°C]","Røg - [°C]","Røgtab - [%]","Scantime","Text entry","Tryk - [Pa]"
"2025/03/06 10:00:18",0,31.733223,24.682248,31.353573,30.673752,32.002896,31.956808,4.36325,3.758855,0.369321,0,0.434838,30.107351,0,29.45602,44.045143,-1.164931,-1.252604,35.640915,32.319149,77.903641,14.088541,0.712015,0.402358,38.451973,26.256668,24.673031,24.858219,1,0,1,0,0.870949,5.55845,0.457176,0.238617,0,0.37338,78.668694,79.604134,30.109951,43.547451,1.598669,0.922454,79.420433,79.608444,49.218746,6.423612,0,0,1.25933,2430.139893,1012.3,14.855407,10.693545,7.598902,0.059995,574.892924,176.739,68.263676,15900.48,3.704637,10.405882,5.894922,14.033522,63.898689,5.466836,5.36279,19.070273,0.006603,18.36444,47.787341,25.7,152.573065,-5.683546,1.005835,NA,2.242538
"2025/03/06 10:00:38",20,31.743061,24.708737,31.161113,30.890575,31.834086,32.001311,4.36325,3.758855,0.369321,0,0.434838,30.127617,0,29.756943,43.990158,-1.164931,-1.252314,35.717579,32.322041,77.829826,14.091434,0.712015,0.402358,38.513897,26.266792,24.837963,25.011572,1,0,1,0,0.870949,5.55845,0.457176,0.238617,0,0.37338,78.648712,79.604408,29.895834,43.310184,1.598669,0.922454,79.400146,79.649841,49.053818,6.409143,0,0,1.27091,2430.149902,1012.3,15.224825,10.710791,7.706601,0.057636,555.919913,176.768,67.998451,15900.88,3.701815,12.152669,5.398916,14.633879,63.907027,5.081249,5.367861,19.060233,0.006631,18.350566,47.846041,25.7,152.722673,-5.550471,1.0426010000000001,NA,13.083224
"2025/03/06 10:00:58",40,31.763596,24.71623,30.986105,30.625079,31.821462,31.886367,4.34317,3.758855,0.369321,0,0.434838,30.127625,0,29.638309,44.123268,-1.164931,-1.252314,35.828983,32.300343,77.839943,14.094328,0.712015,0.402358,38.586517,26.266792,24.638309,25.008678,1,0,1,0,0.870949,5.55845,0.457176,0.238617,0,0.37338,78.648712,79.573463,29.890045,43.561916,1.598669,0.922454,79.400146,79.649849,49.181129,6.342592,0,0,1.20675,2430.159912,1012.3,15.600839,10.827591,7.762865,0.056144,531.819781,176.774,67.242766,15901.24,3.68305,11.92971,2.401766,13.60542,63.970373,4.688776,5.24864,19.037144,0.006648,18.350611,48.006959,25.7,153.111276,-5.439287,1.049454,NA,14.911978
"2025/03/06 10:01:18",60,31.763596,24.709384,30.933858,30.685982,31.834976,32.004665,4.363188,3.758855,0.369321,0,0.434838,30.127623,0,29.583332,44.1059,-1.164931,-1.252314,35.882534,32.313358,77.8414,14.111689,0.712015,0.402358,38.627304,26.266792,24.612268,24.864006,1,0,1,0,0.870949,5.55845,0.457176,0.23962,0,0.37338,78.648712,79.573196,29.884256,45.141785,1.598669,0.922454,79.400154,79.649872,49.195599,6.406249,0,0,1.25445,2430.159912,1012.3,15.736945,10.934842,7.630339,0.055661,530.806676,176.858,67.520891,15901.6,3.703448,11.104215,5.408708,14.084768,64.063642,4.546714,5.059728,19.064659,0.006553,18.340658,48.122485,25.7,152.468443,-5.358387,1.031025,NA,12.949669
"2025/03/06 10:01:38",80,31.773727,24.753734,30.953101,30.628048,31.957635,31.928055,4.323319,3.758855,0.369321,0,0.434838,30.127617,0,29.484951,44.169556,-1.164931,-1.252314,35.936066,32.375572,77.808113,14.126157,0.712015,0.402358,38.69878,26.27634,24.701967,24.866899,1,0,1,0,0.870949,7.048611,0.457176,0.23962,0,0.37338,78.628181,79.583885,29.898724,45.075233,1.598669,0.912442,79.389442,79.659988,49.282406,6.40625,0,0,1.17091,2430.169922,1012.4,15.838293,11.031016,7.736146,0.052652,505.543354,176.858,67.868404,15901.96,3.731359,11.522754,4.295522,14.168089,64.0668,4.44093,4.922349,19.030339,0.006667,18.340682,48.163454,25.9,153.106327,-5.355677,1.042637,NA,16.138688
"2025/03/06 10:01:58",100,31.753471,24.781811,31.000644,30.420217,31.918959,31.949545,4.343343,3.758855,0.369321,0,0.434838,30.044268,0,29.586224,43.99884,-1.16522,-1.262152,35.988163,32.335072,77.738678,14.108795,0.712015,0.402358,38.760426,26.276342,24.690393,24.849537,1,0,1,0,0.870949,7.048611,0.457176,0.23962,0,0.37338,78.638313,79.563354,29.864004,45.054981,1.598669,0.922454,79.379318,79.649544,49.331596,6.342593,0,0,1.18693,2430.179932,1012.4,15.065913,11.012435,7.807587,0.059564,571.210604,176.893,67.618883,15902.36,3.730922,11.882533,4.3222950000000004,13.806536,64.045808,5.247116,4.823106,19.035566,0.006699,18.340643,48.199077,25.9,153.253203,-5.636071,1.000428,NA,5.805633
"2025/03/06 10:02:18",120,31.733511,24.728294000000002,30.745892,30.255668,31.853495,31.694397,4.333334,3.758855,0.369321,0,0.434838,29.859663,0,29.508102,44.169556,-1.16522,-1.262152,36.069164,32.314808,77.751686,14.120371,0.712015,0.402358,38.841724,26.276342,24.45891,24.794561,1,0,1,0,0.870949,7.048611,0.457176,0.23962,0,0.37338,78.627884,79.55323,29.991322,45.057869,1.598669,0.922454,79.379318,79.649544,49.097218,6.550925,0,0,1.19035,2430.179932,1012.4,15.936249,10.815834,7.760857,0.05185,492.412812,176.944,68.183143,15902.72,3.703895,11.898564,4.450077,13.744524,64.204067,4.338687,5.124416,19.021362,0.006649,18.340727,48.108502,25.9,153.13667,-5.334354,1.045058,NA,9.975915
"2025/03/06 10:02:38",140,31.713259,24.726923,30.480124,30.052835,31.851417,31.725301,4.313251,3.758855,0.369321,0,0.434838,29.747414,0,29.490742,43.943867,-1.16522,-1.261863,36.098103,32.28442,77.745903,14.129049,0.712015,0.402358,38.902477,26.296885,24.612268,24.791668,1,0,1,0,0.870949,7.037037,0.457176,0.23962,0,0.37338,78.616585,79.543098,29.65567,45.092598,1.598669,0.922454,79.369194,79.659691,49.143517,6.57118,0,0,1.19348,2430.189941,1012.4,16.352376,11.035043,7.841114,0.048833,455.381351,176.944,69.733531,15903.08,3.780254,10.977647,4.036812,13.190182,64.28082,3.904347,4.813962,19.025778,0.006756,18.345993,48.151778,25.9,152.938545,-5.188804,1.094782,NA,3.387163
"2025/03/06 10:02:58",160,31.713259,24.725735,30.411323,30.139179,31.839593,31.699351,4.303186,3.758855,0.369321,0,0.434838,29.686058,0,29.476276,43.993053,-1.16522,-1.251736,36.137157,32.25404,77.753151,14.120371,0.712015,0.402358,38.974232,26.296885,24.687498,24.814816,1,0,1,0,0.870949,5.350115,0.457176,0.23962,0,0.37338,78.606438,79.543686,29.820599,45.109955,1.598669,0.912413,79.360214,79.63942,49.131935,7.462384,0,0,1.2908,2430.199951,1012.4,15.678042,11.246184,7.774025,0.051728,492.951585,177.01,68.050855,15903.44,3.680887,12.073589,7.045106,13.943261,64.315168,4.608195,4.511066,19.046638,0.00676,18.340616,48.150417,25.9,152.823676,-5.408011,1.002892,NA,14.466619
"2025/03/06 10:03:18",180,31.713259,24.801263,30.805192,30.466975,32.08528,31.96666,4.353353,3.758855,0.369321,0,0.434838,29.819447,0,29.568863,44.004623,-1.16522,-1.251735,36.24276,32.245365,77.761818,14.094327,0.712015,0.402358,39.045414,26.317131,24.583332,24.806133,1,0,1,0,0.870949,5.350115,0.457176,0.23962,0,0.37338,78.596329,79.532974,30.034723,45.115738,1.598669,0.922425,79.349846,79.659683,49.178242,7.430556,0,0,1.22585,2430.209961,1012.4,15.205523,11.065249,7.796129,0.056352,542.943248,177.034,67.602017,15903.84,3.686853,12.33107,4.448726,13.661493,64.209822,5.101395,4.663343,19.025231,0.006721,18.336808,48.177675,25.9,152.508716,-5.549262,1.055143,NA,5.539783
