"time","t","yT0","yT1","yT2","yT3","yT4","yT5","A010_BF01 - [m³/h]","A010_BF02 - [m³/h]","A010_BL01 - [m]","A010_BL02 - [Digital]","A010_BP01 - [bar]","A010_BT02 - [°C]","A010_EB01 - [Digital]","A010_GP01_PV - [%]","A010_GP02_PV - [%]","A020_BP01 - [mbar]","A020_BP02 - [mbar]","A020_BT01 - [°C]","A020_BT02 - [°C]","A020_BT03 - [°C]","A020_GQ01_PV - [%]","A030_BL01 - [m]","A030_BL02 - [m]","A030_BT01 - [°C]","A030_BT02 - [°C]","A030_GP01_PV - [%]","A030_GP02_PV - [%]","A030_QM01_Closed - [Digital]","A030_QM01_Opened - [Digital]","A030_QM02_Closed - [Digital]","A030_QM02_Opened - [Digital]","A040_QN01_PV - [% open]","A040_QN03_PV - [% open]","A040_QN04_PV - [% open]","A050_BL01 - [m]","A050_BL02 - [Digital]","A050_BP01 - [bar]","A050_BT01 - [°C]","A050_BT02 - [°C]","A050_GP01_PV - [%]","A050_GP02_PV - [%]","A060_BP01 - [bar]","A060_BP02 - [bar]","A060_BT01 - [°C]","A060_BT02 - [°C]","A060_GP01_PV - [%]","A060_QN01_PV - [% open]","A070_GP01 - [Digital]","A080_GP01 - [Digital]","A193_BE01_kW - [kW]","A193_BE01_kWh - [kW/h]","Barometer Elab - [mbar]","CO - [%]","CO - [ppm]","CO2 - [%]","CO2_kedel - [%]","CO2_tør_abs - [%]","CO2_tør_efter_des - [%]","CO_kedel - [%]","CO_kedel - [ppm]","Damp_kedel - [kWh]","Effekt - [kW]","El effekt - [Wh]","Flow - [m³/h]","Flow_efter_abs - [Pa]","Flow_efter_des - [Pa]","Flow_før abs - [Pa]","Frem - [°C]","NOx - [ppm]","NOx_kedel - [ppm]","O2 - [%]","O2_tør_abs - [%]","O2_tør_efter_des - [%]","O2_våd_abs - [%]","O2_våd_efter_des - [%]","OGC - [ppm]","OGC_kedel - [ppm]","Retur - [°C]","Rum Elab - [°C]","Røg - [°C]","Røgtab - [%]","Scantime","Text entry","Tryk - [Pa]","Vægt - []"
"2024/05/29 11:00:04",0,30.295429,27.335622,29.613385,29.763499,29.506597,30.114003,9.110132,8.663087,0.35719,0,1.34919,29.482927,0,49.178246,36.736107,6.057004,-1.25839,23.586515,30.449923,90.630783,48.246529,0.896882,0.771997,34.264462,32.096363,24.704861,24.811918,1,0,1,0,13.570601,6.597222,0.532407,0.23448,0,1.314699,90.629036,91.33503,49.467594,35.491898,1.586256,0.892246,91.180847,92.376472,49.288193,28.151041,0,0,2.45477,1943.040039,1007.4,0.043792,418.680488,12.159571,13.412758,9.424852,6.302333,0.056168,493.113134,-0.001,79.186405,52220.12,3.69744,30.978188,-0.455983,71.939415,66.468664,-124.999957,-124.999634,8.280664,8.055374,18.890712,0.01278,17.976743,-500,-499.408249,47.742993,29.9,169.886796,-8.046415,1.294645,NA,11.893446,-1
"2024/05/29 11:00:24",20,30.274885,27.316716,29.586886,29.774801,29.505528,30.067902,9.099425,8.653064,0.356178,0,1.34919,29.482927,0,49.048027,36.76215,6.207178,-1.25839,23.596643,30.460051,90.620644,48.289925,0.895877,0.771997,34.243622,32.096363,24.693287,24.780092,1,0,1,0,13.570601,6.597222,0.543981,0.235482,0,1.314699,90.639442,91.334724,49.392357,36.024303,1.576244,0.892246,91.180847,92.469368,49.210068,27.282984,0,0,2.27738,1943.050049,1007.4,0.045324,431.606932,12.160063,13.617323,9.307343,6.323585,0.049006,437.596411,-0.001,78.673854,52220.52,3.700328,31.483715,-0.443459,71.871159,66.450958,-124.999749,-124.999871,8.280151,8.156219,18.88627,0.012819,17.9858,-500.002298,-499.416236,47.861014,29.9,169.101315,-8.003527,1.381995,NA,12.710277,-1
"2024/05/29 11:00:44",40,30.244213,27.26695,29.636805,29.736915,29.522789,30.090338,9.098902,8.663087,0.356178,0,1.34919,29.462383,0,49.204281,36.770832,6.168695,-1.25839,23.566261,30.419537,90.55986,48.252312,0.895877,0.771997,34.243336,32.065411,24.719328,24.84664,1,0,1,0,13.570601,6.597222,0.543981,0.236492,0,1.314699,90.629356,91.32431,49.386574,36.640625,1.576244,0.882205,91.180847,92.592293,49.175346,26.041662,0,0,2.48389,1943.060059,1007.4,0.041051,390.06211,12.468368,13.099544,9.404823,6.318234,0.055075,491.642303,-0.001,77.892697,52220.88,3.700051,29.642205,-0.53886,73.215908,66.459434,-124.998959,-124.999447,7.958352,8.043568,18.884919,0.012803,17.985848,-499.998046,-499.408077,48.052694,29.9,169.598013,-7.83225,1.34245,NA,12.693736,-1
"2024/05/29 11:01:04",60,30.213839,27.256961,29.636813,29.726615,29.48759,30.125098,9.038714,8.663087,0.356178,0,1.34919,29.452261,0,49.169559,36.698494,6.109375,-1.25839,23.559029,30.371807,90.571434,48.281242,0.895877,0.771997,34.243046,32.075821,24.704861,24.826387,1,0,1,0,13.570601,6.597222,0.543981,0.237495,0,1.314699,90.629913,91.334747,49.531254,36.799767,1.576244,0.892216,91.180847,92.705147,49.334484,24.820601,0,0,2.26846,1943.079956,1007.4,0.044697,428.806824,12.005693,13.906806,9.356703,6.309989,0.044762,389.486074,-0.001,77.612837,52221.28,3.700393,30.892862,-0.45773200000000003,72.595018,66.447586,-125.000323,-124.999332,8.441278,8.03136,18.887227,0.012791,17.985868,-500.004855,-499.412559,48.108675,30.9,170.059153,-8.158949,1.32203,NA,10.550164,-1
"2024/05/29 11:01:24",80,30.1933,27.259937,29.60289,29.75342,29.491487,30.185235,9.089632,8.663087,0.356178,0,1.34919,29.442131,0,49.021984,36.912613,6.229458,-1.25839,23.579277,30.37324,90.554085,48.246529,0.895877,0.771997,34.263882,32.054691,24.704861,24.855322,1,0,1,0,13.570601,6.076389,0.543981,0.239499,0,1.314699,90.640335,91.334747,49.609371,37.876156,1.576244,0.892216,91.191269,92.799171,49.169559,23.697916,0,0,2.3874,1943.089966,1007.4,0.037386,352.838561,12.699105,14.01751,9.404274,6.304473,0.0489,405.166141,-0.001,77.418265,52221.64,3.694269,29.398181,-0.435165,71.809981,66.47265,-125.000194,-125.000474,7.717517,8.071989,18.885625,0.012781,17.983938,-500.000603,-499.415748,48.149389,30.9,169.43795,-7.675888,1.369092,NA,5.316077,-1
"2024/05/29 11:01:44",100,30.183167,27.290696,29.586122,29.761914,29.54663,30.288535,9.18009,8.653064,0.356178,0,1.34919,29.442131,0,49.152199,36.81134,6.182874,-1.26302,23.582172,30.373249,90.596039,48.284138,0.895877,0.77301,34.253754,32.034439,24.623842,24.866898,1,0,1,0,13.570601,6.076389,0.543981,0.241504,0,1.314699,90.640335,91.354988,49.539928,38.833916,1.576244,0.892216,91.20137,92.881012,49.157982,23.668982,0,0,2.41395,1943.109985,1007.4,0.03711,353.576118,12.817696,13.492502,9.553426,6.283268,0.047035,441.071904,-0.001,77.309554,52222,3.69173,30.659269,-0.603471,71.472552,66.471284,-124.999648,-125.000165,7.593735,7.831364,18.895827,0.012734,17.985975,-500.002126,-499.416983,48.161164,30.9,169.520551,-7.603739,1.341001,NA,1.452015,-1
"2024/05/29 11:02:04",120,30.16291,27.345136,29.680033,29.795711,29.561786,30.337831,9.117242,8.663088,0.356178,0,1.34919,29.452543,0,48.96701,36.854744,6.118635,-1.252025,23.5923,30.454268,90.616302,48.252312,0.895877,0.77301,34.243629,32.034733,24.600693,24.832174,1,0,1,0,13.582176,6.076389,0.543981,0.242506,0,1.314699,90.640045,91.376427,49.354744,39.296871,1.576244,0.892216,91.20137,92.962936,49.314228,22.294558,0,0,2.28557,1943.119995,1007.4,0.040688,384.590286,12.376949,13.815646,9.537696,6.275684,0.045226,404.480932,-0.001,78.261929,52222.36,3.723224,29.688836,-0.593177,72.046826,66.474983,-125.000575,-124.999971,8.053773,7.737391,18.893035,0.012783,17.981525,-500.001235,-499.420718,48.096095,30.9,169.266994,-7.857382,1.323596,NA,13.516197,-1
"2024/05/29 11:02:24",140,30.152494,27.381505,29.813033,29.804187,29.590413,30.432969,9.066035,8.663088,0.356178,0,1.34919,29.462675,0,49.053818,36.921295,6.265333,-1.258969,23.592297,30.493341,90.630768,48.281242,0.895877,0.77301,34.243629,32.02401,24.638309,24.947916,1,0,1,0,13.570601,6.076389,0.543981,0.241504,0,1.314699,90.650764,91.376427,49.412617,38.816551,1.576244,0.892216,91.221619,92.995087,49.1493,22.233795,0,0,2.56647,1943.130005,1007.4,0.037926,357.877366,12.635191,13.715571,9.508745,6.287245,0.047341,447.522184,-0.001,78.465577,52222.76,3.708231,30.442567,-0.580535,71.210885,66.526166,-125.001049,-124.999648,7.784228,7.810103,18.89172,0.012839,17.982001,-499.999828,-499.416581,48.024951,30.9,169.878959,-7.725423,1.278971,NA,13.551409,-1
"2024/05/29 11:02:44",160,30.152494,27.39583,29.848829,29.864589,29.617839,30.471269,9.199658,8.663088,0.356178,0,1.34919,29.481768,0,48.96122,36.854748,6.159145,-0.945602,23.593744,30.58304,90.652489,48.246529,0.895877,0.77301,34.233215,31.993618,24.652777,24.707752,1,0,1,0,13.570601,6.076389,0.532407,0.241504,0,1.314699,90.6716,91.407433,49.638306,38.712379,1.586285,0.882176,91.242149,93.035927,49.195602,22.300348,0,0,2.50165,1943.150024,1007.4,0.041067,392.415036,12.519344,13.822608,9.45445,6.270854,0.048431,414.584341,-0.001,78.988992,52223.12,3.709052,30.438417,-0.577107,72.353726,66.574005,-124.999928,-124.998966,7.905146,7.801514,18.912266,0.0128,17.982078,-500.003103,-499.407071,47.953496,30.9,169.724488,-7.786131,1.336035,NA,10.708585,-1
"2024/05/29 11:03:04",180,30.142084,27.408178,29.855624,29.83909,29.625812,30.5036,9.139065,8.663088,0.357198,0,1.34919,29.481766,0,48.990158,36.799767,6.162909,-1.260995,23.59519,30.674194,90.714737,48.289925,0.895877,0.77301,34.263882,31.963247,24.652775,24.930553,1,0,1,0,13.570601,6.076389,0.543981,0.241504,0,1.314699,90.681458,91.427666,49.432869,38.761574,1.586285,0.892187,91.252586,93.076721,49.181133,21.368633,0,0,2.41094,1943.160034,1007.4,0.038805,367.324699,12.682141,14.344927,9.536808,6.261211,0.043355,399.183989,-0.001,79.292282,52223.52,3.709744,31.541389,-0.396635,73.477002,66.6041,-124.999706,-124.999188,7.735223,7.74025,18.916582,0.012809,17.976628,-499.995518,-499.409427,47.915582,30.9,170.404309,-7.721922,1.397354,NA,10.847299,-1
