"time","t","yT0","yT1","yT2","yT3","yT4","yT5","A010_BF01 - [m³/h]","A010_BF02 - [m³/h]","A010_BL01 - [m]","A010_BL02 - [Digital]","A010_BP01 - [bar]","A010_BT02 - [°C]","A010_EB01 - [Digital]","A010_GP01_PV - [%]","A010_GP02_PV - [%]","A020_BP01 - [mbar]","A020_BP02 - [mbar]","A020_BT01 - [°C]","A020_BT02 - [°C]","A020_BT03 - [°C]","A020_GQ01_PV - [%]","A030_BL01 - [m]","A030_BL02 - [m]","A030_BT01 - [°C]","A030_BT02 - [°C]","A030_GP01_PV - [%]","A030_GP02_PV - [%]","A030_QM01_Closed - [Digital]","A030_QM01_Opened - [Digital]","A030_QM02_Closed - [Digital]","A030_QM02_Opened - [Digital]","A040_QN01_PV - [% open]","A040_QN03_PV - [% open]","A040_QN04_PV - [% open]","A050_BL01 - [m]","A050_BL02 - [Digital]","A050_BP01 - [bar]","A050_BT01 - [°C]","A050_BT02 - [°C]","A050_GP01_PV - [%]","A050_GP02_PV - [%]","A060_BP01 - [bar]","A060_BP02 - [bar]","A060_BT01 - [°C]","A060_BT02 - [°C]","A060_GP01_PV - [%]","A060_QN01_PV - [% open]","A070_GP01 - [Digital]","A080_GP01 - [Digital]","A193_BE01_kW - [kW]","A193_BE01_kWh - [kW/h]","Barometer Elab - [mbar]","CO2_abs_in - [%]","CO2_tør_abs - [%]","CO2_tør_efter_des - [%]","CO_abs_in - [%]","CO_abs_in - [ppm]","Damp_kedel - [kWh]","Effekt - [kW]","El effekt - [Wh]","Flow - [m³/h]","Flow_efter_abs - [Pa]","Flow_efter_des - [Pa]","Flow_før abs - [Pa]","Frem - [°C]","O2_calc_abs_in - [%]","O2_tør_abs - [%]","O2_tør_efter_des - [%]","O2_våd_abs - [%]","O2_våd_efter_des - [%]","Retur - [°C]","Rum Elab - [°C]","Røg - [°C]","Røgtab - [%]","Scantime","Text entry","Tryk - [Pa]"
"2025/03/05 11:40:03",0,31.416954,26.27309,31.051762,30.591122,31.058604,32.950803,4.336343,3.739467,0.351063,0,0.432697,29.281818,0,29.586227,44.033562,-1.154803,-1.262441,39.171032,31.914057,88.650192,14.11169,0.705961,0.370254,41.601574,27.528931,24.629627,24.852428,1,0,1,0,0.859375,8.275464,0.445602,0.2446,0,0.358739,89.474823,90.491005,29.878473,51.93576,1.565828,0.871499,90.219017,91.955429,49.204285,24.49942,0,0,1.25697,2415.47998,1010.3,15.553565,7.422406,6.514975,0.041652,393.406335,107.169,67.443124,15429.68,3.694734,11.087974000000001,55.759244,15.857654,63.76926,4.738121,5.595671,19.350344,0.00999,18.061491,47.80891,27.7,145.171883,-5.050595,1.024219,NA,10.508064
"2025/03/05 11:40:23",20,31.416664,26.308542,31.394887,30.595072,31.998452,32.791794,4.236114,3.749479,0.352069,0,0.432697,29.281818,0,29.586224,44.152199,-1.155382,-1.262441,39.28965,32.115185,88.671936,14.108795,0.705961,0.370254,41.632534,27.508099,24.574652,24.88426,1,0,1,0,0.859375,8.275464,0.445602,0.2446,0,0.358768,89.474823,90.491005,29.76273,52.120953,1.555815,0.871499,90.218994,92.007195,49.15799,23.645832,0,0,1.30746,2415.48999,1010.3,15.391514,7.507861,6.460526,0.041931,398.167177,107.253,67.093999,15430.04,3.706181,10.83773,69.552306,14.066685,63.799793,4.907264,5.321176,19.365108,0.00991,18.066217,47.971106,27.7,145.474371,-5.124759,0.998448,NA,13.189029
"2025/03/05 11:40:43",40,31.426794,26.324771,31.213659,30.471656,31.076498,33.07309,4.346816,3.749479,0.354095,0,0.432697,29.282393,0,29.557293,44.007519,-1.155672,-1.262441,39.2911,32.337955,88.741386,14.117476,0.705961,0.370254,41.694149,27.507811,24.632521,24.881367,1,0,1,0,0.859375,8.275464,0.445602,0.245632,0,0.348756,89.474823,90.501114,29.982639,53.796295,1.565856,0.871499,90.239883,92.078651,49.276615,22.051502,0,0,1.27048,2415.5,1010.3,15.085191,7.512514,6.521879,0.045424,428.634271,107.336,66.452868,15430.4,3.681249,11.229131,82.242203,13.651511,63.764373,5.226994,5.253348,19.363551,0.009915,18.065816,47.980761,27.7,145.181864,-5.202197,1.062403,NA,12.180803
"2025/03/05 11:41:03",60,31.436918,26.341102,31.763428,30.336594,32.811008,33.56586,4.286521,3.749479,0.354095,0,0.432697,29.272842,0,29.574652,44.036449,-1.165799,-1.262441,39.363426,32.569427,88.816582,14.111689,0.705961,0.370254,41.765903,27.508673,24.754053,24.866899,1,0,1,0,0.859375,8.275464,0.445602,0.244623,0,0.348756,89.495361,90.522247,29.991314,52.465271,1.565856,0.87147,90.25,92.140282,49.097221,22.042824,0,0,1.27232,2415.5,1010.3,15.399256,7.453987,6.4821,0.042071,395.375544,107.419,66.530938,15430.76,3.691939,10.772113,95.110421,14.337467,63.757912,4.899183,5.403564,19.365799,0.009959,18.052438,48.001513,27.7,145.612479,-5.093274,1.0340530000000001,NA,14.008428
"2025/03/05 11:41:23",80,31.416662,26.351459,31.231026,30.522255,32.859592,33.404686,4.357576,3.749479,0.355107,0,0.432697,29.26272,0,29.635416,43.972794,-1.155671,-1.262441,39.386566,32.789387,88.796326,14.129051,0.705961,0.370254,41.817413,27.549759,24.649881,24.803242,1,0,1,0,0.859375,8.275464,0.445602,0.242551,0,0.348784,89.515617,90.542488,29.881367,51.015621,1.565856,0.881481,90.291084,92.181122,49.166668,21.105324,0,0,1.18779,2415.51001,1010.3,15.284814,7.381244,6.4067,0.041575,391.758815,107.451,66.901187,15431.12,3.715545,10.819679,68.696351,14.86489,63.757486,5.018634,5.299893,19.38421,0.009966,18.034771,48.014062,27.7,146.262582,-5.168563,1.063931,NA,10.555506
"2025/03/05 11:41:43",100,31.40654,26.365994,31.61259,30.471777,33.315306,33.316957,4.427835,3.749479,0.35612,0,0.432697,29.273134,0,29.56308,43.975693,-1.155671,-1.262441,39.435768,32.922462,88.880203,14.129051,0.705961,0.370254,41.868065,27.528645,24.652775,24.884258,1,0,1,0,0.859375,8.275464,0.445602,0.233343,0,0.348784,89.546562,90.562737,29.916086,34.953701,1.565856,0.891493,90.312187,92.014725,49.215855,22.786457,0,0,1.15359,2415.52002,1010.3,15.506087,7.412917,6.358544,0.040063,380.96784,107.52,66.609942,15431.48,3.68925,11.232389,-8.9161,14.88725,63.804471,4.787676,5.312535,19.38585,0.010026,18.038527,48.017864,27.7,145.974551,-5.085765,1.011893,NA,9.898989
"2025/03/05 11:42:03",120,31.417252,26.424746,32.052059,30.147657,30.890332,31.873981,4.286229,3.749479,0.35612,0,0.432697,29.28327,0,29.513889,44.042244,-1.155672,-1.262441,39.438663,32.948509,88.953957,14.134839,0.705961,0.370254,41.919849,27.559885,24.655668,24.916088,1,0,1,0,0.859375,8.275464,0.445602,0.23335,0,0.348784,89.577225,90.583,29.988424,34.548615,1.565856,0.891493,90.332474,91.728607,49.134838,26.895252,0,0,1.22737,2415.52002,1010.3,15.994593,7.765479,6.415465,0.039246,368.176341,107.603,66.767021,15431.84,3.68902,10.123367,6.772535,14.705254,63.855948,4.277789,5.175126,19.379771,0.009981,18.057099,48.031125,27.7,145.695471,-4.981374,1.059244,NA,12.706459
"2025/03/05 11:42:23",140,31.448206,26.422529,30.861901,30.097016,31.010182,31.490157,4.246008,3.749479,0.355114,0,0.432697,29.28327,0,29.461807,44.039349,-1.155672,-1.262441,39.519699,32.816875,88.946732,14.131945,0.705961,0.370254,41.992466,27.550058,24.661455,24.673031,1,0,1,0,0.859375,8.275464,0.445602,0.235377,0,0.348784,89.576683,90.572861,29.809027,37.748837,1.565856,0.881482,90.322014,91.614601,49.129047,27.601269,0,0,1.22814,2415.530029,1010.3,14.961644,8.592677,6.399433,0.045782,434.785185,107.686,67.929372,15432.2,3.773716,11.360298,-22.144912,15.539486,63.778558,5.355949,4.842948,19.385957,0.010021,18.056922,48.039588,27.7,145.868419,-5.351336,1.033592,NA,2.172642
"2025/03/05 11:42:43",160,31.45833,26.423182,30.775443,29.896865,30.747697,31.120416,4.297107,3.749479,0.354094,0,0.432697,29.293394,0,29.609375,44.126152,-1.155672,-1.262441,39.607922,32.575222,88.885986,14.143518,0.705961,0.370254,42.023129,27.560181,24.632523,24.933447,1,0,1,0,0.859375,8.275464,0.445602,0.235377,0,0.348784,89.576683,90.572868,29.985531,37.534721,1.565856,0.881481,90.310745,91.614014,49.140625,28.315969,0,0,1.1299,2415.540039,1010.3,14.882445,8.610282,6.494973,0.04848,454.39307,107.769,66.539931,15432.6,3.700698,11.225316,-25.845667,12.955678,63.686363,5.438614,5.171561,19.363634,0.010061,18.052354,47.965132,27.7,145.47412,-5.378659,1.104344,NA,10.163202
"2025/03/05 11:43:03",180,31.479162,26.411466,30.366582,29.871257,30.494071,30.926366,4.35735,3.749479,0.353089,0,0.432697,29.344633,0,29.580435,44.048027,-1.155671,-1.262441,39.635406,32.349533,88.819466,14.140625,0.705961,0.370254,42.064228,27.559893,24.797453,24.895832,1,0,1,0,0.859375,8.275464,0.445602,0.235377,0,0.348755,89.576683,90.572586,29.965277,37.589699,1.565856,0.881539,90.290215,91.666077,49.129047,28.327545,0,0,1.22336,2415.540039,1010.3,14.898957,8.497757,6.560299,0.047009,446.967551,107.856,66.61574,15432.96,3.696107,10.504105,-21.887093,14.751514,63.65419,5.421379,5.379031,19.352844,0.010046,18.052294,47.895496,27.7,145.581961,-5.386881,1.03209,NA,10.498323
