"time","t","yT0","yT1","yT2","yT3","yT4","yT5","A010_BF01 - [m³/h]","A010_BF02 - [m³/h]","A010_BL01 - [m]","A010_BL02 - [Digital]","A010_BP01 - [bar]","A010_BT02 - [°C]","A010_EB01 - [Digital]","A010_GP01_PV - [%]","A010_GP02_PV - [%]","A020_BP01 - [mbar]","A020_BP02 - [mbar]","A020_BT01 - [°C]","A020_BT02 - [°C]","A020_BT03 - [°C]","A020_GQ01_PV - [%]","A030_BL01 - [m]","A030_BL02 - [m]","A030_BT01 - [°C]","A030_BT02 - [°C]","A030_GP01_PV - [%]","A030_GP02_PV - [%]","A030_QM01_Closed - [Digital]","A030_QM01_Opened - [Digital]","A030_QM02_Closed - [Digital]","A030_QM02_Opened - [Digital]","A040_QN01_PV - [% open]","A040_QN03_PV - [% open]","A040_QN04_PV - [% open]","A050_BL01 - [m]","A050_BL02 - [Digital]","A050_BP01 - [bar]","A050_BT01 - [°C]","A050_BT02 - [°C]","A050_GP01_PV - [%]","A050_GP02_PV - [%]","A060_BP01 - [bar]","A060_BP02 - [bar]","A060_BT01 - [°C]","A060_BT02 - [°C]","A060_GP01_PV - [%]","A060_QN01_PV - [% open]","A070_GP01 - [Digital]","A080_GP01 - [Digital]","A193_BE01_kW - [kW]","A193_BE01_kWh - [kW/h]","Barometer Elab - [mbar]","CO2_abs_in - [%]","CO2_tør_abs - [%]","CO2_tør_efter_des - [%]","CO_abs_in - [%]","CO_abs_in - [ppm]","Damp_kedel - [kWh]","Effekt - [kW]","El effekt - [Wh]","Flow - [m³/h]","Flow_efter_abs - [Pa]","Flow_efter_des - [Pa]","Flow_før abs - [Pa]","Frem - [°C]","O2_calc_abs_in - [%]","O2_tør_abs - [%]","O2_tør_efter_des - [%]","O2_våd_abs - [%]","O2_våd_efter_des - [%]","Retur - [°C]","Rum Elab - [°C]","Røg - [°C]","Røgtab - [%]","Scantime","Text entry","Tryk - [Pa]"
"2025/03/06 12:00:14",0,30.751158,25.537096,29.94907,29.932919,29.838358,29.950356,3.917245,3.758857,0.376794,0,0.434838,29.953125,0,29.589121,24.528357,-1.155092,-1.254339,43.585037,30.224253,79.939285,14.108795,0.715054,0.413383,46.211254,27.740156,24.664349,25.005783,1,0,1,0,3.65162,2.925347,0.462963,0.239559,0,0.373235,79.846954,80.779808,29.655674,24.858219,1.598669,0.911979,80.551849,80.005531,49.172451,0.570023,0,0,1.10272,2432.47998,1012.4,15.418636,13.956764,8.751278,0.062243,605.750171,189.642,68.491109,16034.2,3.681872,11.138383,-0.189114,12.82601,64.452585,4.878955,4.031553,18.993399,0.009893,18.208165,48.187612,27.2,156.925265,-5.764611,1.010554,NA,13.996061
"2025/03/06 12:00:35",21,30.761282,25.588201,29.961194,29.933132,29.854728,29.953119,3.937269,3.768869,0.376794,0,0.434838,29.953125,0,29.557291,24.401039,-1.16522,-1.254339,43.586483,30.285017,79.917587,14.088541,0.715054,0.413383,46.210663,27.740156,24.690392,24.890043,1,0,1,0,3.65162,2.925347,0.462963,0.239559,0,0.373235,79.857658,80.779533,29.794561,25.020252,1.598669,0.901939,80.551849,79.914352,49.094326,2.016782,0,0,1.13807,2432.48999,1012.4,15.571298,13.678955,8.817304,0.065244,624.816382,189.642,68.84617,16034.56,3.68854,11.503601,8.602879,13.652835,64.406478,4.7196109999999996,4.415263,18.961789,0.009866,18.217371,48.086741,27.2,156.367904,-5.682914,1.054616,NA,1.673473
"2025/03/06 12:00:55",41,30.761274,25.631933,29.917681,29.937673,29.847639,30.00256,3.907176,3.758856,0.376794,0,0.434838,29.953415,0,29.667246,24.568867,-1.16522,-1.25434,43.576359,30.30238,79.93206,14.114583,0.715054,0.413383,46.220787,27.730036,24.658564,24.823496,1,0,1,0,3.65162,2.925347,0.462963,0.239559,0,0.373235,79.857658,80.769119,29.939236,24.840857,1.598669,0.901939,80.551849,80.068542,49.050922,0.564236,0,0,1.17308,2432.5,1012.4,15.469933,13.706038,8.782964,0.064296,621.209536,189.642,68.22822,16034.96,3.661541,11.505707,-0.048024,14.342348,64.336226,4.825412,4.454246,18.963338,0.009896,18.222103,48.043718,27.2,155.92207199999999,-5.69774,1.013662,NA,12.391004
"2025/03/06 12:01:15",61,30.761274,25.630908,29.973323,29.95266,29.864617,29.973085,3.917187,3.758856,0.376794,0,0.434838,29.963537,0,29.464697,24.612267,-1.16522,-1.25434,43.577808,30.32407,79.920494,14.117476,0.715054,0.413383,46.220791,27.740749,24.701967,24.864004,1,0,1,0,3.65162,2.925347,0.462963,0.239559,0,0.373235,79.846069,80.769112,29.869791,24.771414,1.598669,0.911979,80.551849,79.996559,49.076965,0.587384,0,0,1.1542,2432.5,1012.4,15.320632,13.629557,8.732128,0.062941,607.058476,189.701,69.570233,16035.32,3.754599,11.91777,0.414903,12.310266,64.24444,4.981248,4.509215,18.990829,0.009931,18.199681000000002,48.043216,27.2,156.416742,-5.777213,1.044085,NA,1.621041
"2025/03/06 12:01:35",81,30.77169,25.637936,29.986159,29.934116,29.846173,29.983071,3.907176,3.758856,0.376794,0,0.434838,29.963537,0,29.510992,24.479168,-1.16522,-1.25405,43.576366,30.302378,79.920502,14.105904,0.715054,0.413383,46.221073,27.741034,24.6875,24.681713,1,0,1,0,3.65162,2.925347,0.462963,0.240569,0,0.373206,79.845795,80.75869,29.583332,26.539349,1.598669,0.901968,80.551849,79.945023,49.120369,1.247107,0,0,1.09999,2432.51001,1012.4,14.868868,13.562903,8.861111,0.067166,656.156581,189.701,69.077895,16035.68,3.709241,11.641626,6.777006,13.781452,64.211777,5.452785,4.607353,18.930659,0.009923,18.208214,47.928494,27.2,156.778221,-5.969291,1.05587,NA,12.091933
"2025/03/06 12:01:55",101,30.76157,25.645674,29.963379,29.967803,29.853482,29.983021,3.937211,3.76887,0.376794,0,0.434838,29.963537,0,29.580439,24.499424,-1.16522,-1.25405,43.566231,30.332739,79.913239,14.082753,0.715054,0.413383,46.210949,27.730616,24.704861,24.942127,1,0,1,0,3.65162,2.925347,0.462963,0.239567,0,0.373206,79.834496,80.758713,29.921871,24.814814,1.598669,0.911979,80.551849,80.103607,49.085644,0.546875,0,0,1.14047,2432.51001,1012.4,15.561144,13.42269,8.726043,0.061309,586.071811,189.701,69.854226,16036.04,3.74439,11.2269,-0.296205,13.65177,64.245633,4.73021,4.841748,18.976528,0.009888,18.203481,47.933921,27.4,157.049163,-5.715923,1.040664,NA,3.759796
"2025/03/06 12:02:15",121,30.771687,25.698689,29.956447,29.971711,29.85233,29.98817,3.907175,3.758857,0.376794,0,0.434838,29.973948,0,29.505207,24.441549,-1.165219,-1.253761,43.585037,30.321173,79.924828,14.117476,0.715054,0.413383,46.200825,27.740751,24.597803,24.913193,1,0,1,0,3.65162,2.925347,0.462963,0.239567,0,0.373206,79.834503,80.768837,29.88715,24.832174,1.598669,0.911979,80.572365,80.001183,49.178246,0.561343,0,0,1.12662,2432.52002,1012.4,15.738591,13.56648,8.703357,0.056985,546.908328,189.701,70.398843,16036.44,3.749153,10.998498,0.599237,14.385248,64.318619,4.544996,4.643689,18.976937,0.009905,18.190456,47.900619,27.4,156.995692,-5.648871,1.051384,NA,13.464085
"2025/03/06 12:02:35",141,30.771404,25.722752,30.107624,29.970554,29.87582,29.982656,3.897166,3.758857,0.376794,0,0.434838,29.973949,0,29.551502,24.603588,-1.16522,-1.253761,43.573467,30.30093,79.913254,14.126158,0.715054,0.41237,46.199669,27.761002,24.667244,24.901617,1,0,1,0,3.65162,2.925347,0.462963,0.240584,0,0.373177,79.834503,80.768837,29.959492,26.420715,1.598669,0.901968,80.561966,79.940681,49.120369,1.478588,0,0,1.1163,2432.530029,1012.4,16.150721,13.674872,9.026845,0.054311,517.31971,189.763,70.433748,16036.8,3.698192,11.712872,7.727247,13.670432,64.471013,4.114827,4.487311,18.921059,0.009925,18.190522,47.818521,27.4,156.562433,-5.486185,0.999732,NA,8.11967
"2025/03/06 12:02:55",161,30.781818,25.731565,30.030517,29.963495,29.8669,29.980807,3.937212,3.76887,0.376794,0,0.434838,29.984077,0,29.508099,24.406826,-1.155093,-1.253761,43.583595,30.321184,79.921936,14.094328,0.715054,0.413556,46.199669,27.750587,24.655672,24.921873,1,0,1,0,3.645833,2.925347,0.462963,0.239582,0,0.373177,79.844612,80.748283,29.910299,25.434025,1.598669,0.911979,80.551849,80.116035,49.129051,0.535301,0,0,1.07798,2432.530029,1012.4,15.652896,13.839299,8.767181,0.05786,556.131394,189.787,67.795464,16037.16,3.593704,11.928376,-0.602754,14.198,64.44154,4.634441,4.278235,18.973223,0.00991,18.181239,47.946773,27.4,156.58706,-5.661852,1.018331,NA,12.269757
"2025/03/06 12:03:15",181,30.781528,25.775578,29.992073,29.971919,29.878159,29.988795,3.927201,3.76887,0.376794,0,0.434838,29.984077,0,29.484951,24.516781,-1.155093,-1.253761,43.582142,30.311052,79.911812,14.082753,0.715054,0.413556,46.199669,27.761009,24.64699,24.864004,1,0,1,0,3.657407,2.925347,0.462963,0.239582,0,0.373177,79.834206,80.769119,30.069443,24.916088,1.598669,0.911979,80.572083,80.002625,49.111687,0.541088,0,0,1.05115,2432.540039,1012.4,15.412259,13.661974,8.7568,0.060886,584.639709,189.787,68.786655,16037.56,3.685469,11.502972,0.08382,15.173508,64.393809,4.885611,4.399747,18.981052,0.009949,18.185871,48.074593,27.4,156.797806,-5.759461,1.001873,NA,6.754058
