"time","t","yT0","yT1","yT2","yT3","yT4","yT5","A010_BF01 - [m³/h]","A010_BF02 - [m³/h]","A010_BL01 - [m]","A010_BL02 - [Digital]","A010_BP01 - [bar]","A010_BT02 - [°C]","A010_EB01 - [Digital]","A010_GP01_PV - [%]","A010_GP02_PV - [%]","A020_BP01 - [mbar]","A020_BP02 - [mbar]","A020_BT01 - [°C]","A020_BT02 - [°C]","A020_BT03 - [°C]","A020_GQ01_PV - [%]","A030_BL01 - [m]","A030_BL02 - [m]","A030_BT01 - [°C]","A030_BT02 - [°C]","A030_GP01_PV - [%]","A030_GP02_PV - [%]","A030_QM01_Closed - [Digital]","A030_QM01_Opened - [Digital]","A030_QM02_Closed - [Digital]","A030_QM02_Opened - [Digital]","A040_QN01_PV - [% open]","A040_QN03_PV - [% open]","A040_QN04_PV - [% open]","A050_BL01 - [m]","A050_BL02 - [Digital]","A050_BP01 - [bar]","A050_BT01 - [°C]","A050_BT02 - [°C]","A050_GP01_PV - [%]","A050_GP02_PV - [%]","A060_BP01 - [bar]","A060_BP02 - [bar]","A060_BT01 - [°C]","A060_BT02 - [°C]","A060_GP01_PV - [%]","A060_QN01_PV - [% open]","A070_GP01 - [Digital]","A080_GP01 - [Digital]","A193_BE01_kW - [kW]","A193_BE01_kWh - [kW/h]","Barometer Elab - [mbar]","CO - [%]","CO - [ppm]","CO2 - [%]","CO2_kedel - [%]","CO2_tør_abs - [%]","CO2_tør_efter_des - [%]","CO_kedel - [%]","CO_kedel - [ppm]","Damp_kedel - [kWh]","Effekt - [kW]","El effekt - [Wh]","Flow - [m³/h]","Flow_efter_abs - [Pa]","Flow_efter_des - [Pa]","Flow_før abs - [Pa]","Frem - [°C]","NOx - [ppm]","NOx_kedel - [ppm]","O2 - [%]","O2_tør_abs - [%]","O2_tør_efter_des - [%]","O2_våd_abs - [%]","O2_våd_efter_des - [%]","OGC - [ppm]","OGC_kedel - [ppm]","Retur - [°C]","Rum Elab - [°C]","Røg - [°C]","Røgtab - [%]","Scantime","Text entry","Tryk - [Pa]","Vægt - []"
"2024/06/26 17:00:07",0,45.981476,28.789067,45.526182,45.351534,45.139979,45.452305,9.256372,8.781366,0.400195,0,1.3091140000000001,44.931694,0,49.050919,36.765045,3.296585,-1.261284,44.855331,46.086502,91.958839,38.463543,0.473589,0.494705,46.570595,37.73872,24.554398,24.869793,1,0,1,0,4.282407,3.981481,0.500579,0.248451,0,1.295196,91.620369,92.399323,49.36631,38.017941,1.567854,0.878791,92.197357,92.802063,49.172451,18.402779,0,0,2.35727,2140.179932,1013.3,0.024352,209.248613,11.029694,12.499486,8.48137,5.698618,0.027215,180.773599,656.582,72.79359,58724.24,3.692089,85.49539,-0.341814,51.533106,65.211293,-125.00056,86.295011,9.459995,9.001147,19.4262,0.012119,18.121288,-500.002614,-499.396728,47.972419,28,172.425064,-8.058332,1.342183,NA,11.943004,-1
"2024/06/26 17:00:27",20,46.001999,28.786714,45.553175,45.393621,45.165368,45.461962,9.276671,8.781366,0.400195,0,1.3091140000000001,44.952553,0,49.013306,36.796875,3.106191,-1.261284,44.855343,46.045982,91.970398,38.495369,0.473589,0.494705,46.570595,37.810753,24.644094,24.84375,1,0,1,0,4.270833,3.981481,0.500579,0.249483,0,1.295196,91.609978,92.399033,49.444443,38.637154,1.567854,0.878791,92.207756,92.915451,49.175346,17.812496,0,0,2.38536,2140.189941,1013.3,0.020578,169.195769,11.810913,13.045767,8.576957,5.703429,0.027864,174.635241,656.665,73.094467,58724.64,3.699057,78.909475,-0.339305,52.598889,65.170894,-125.000093,91.356038,8.644583,9.06932,19.42706,0.012099,18.124913,-500.003563,-499.410145,47.893374,28,172.759167,-7.544551,1.303674,NA,12.037938,-1
"2024/06/26 17:00:47",40,46.001999,28.839015,45.5148,45.370825,45.155599,45.455288,9.286636,8.781366,0.400195,0,1.3091140000000001,44.942127,0,49.227432,36.808445,3.186054,-1.261284,44.878483,46.08794,91.951614,38.451969,0.473589,0.493692,46.580738,37.851837,24.684605,24.858219,1,0,1,0,4.270833,3.981481,0.500579,0.249483,0,1.295196,91.60968,92.399315,49.296867,38.541664,1.567796,0.878791,92.208054,92.956886,49.137726,17.115162,0,0,2.40048,2140.209961,1013.3,0.019626,165.395167,12.337273,13.699323,8.640898,5.701195,0.022207,155.701678,656.665,72.807453,58725,3.695065,60.629624,-0.463912,52.640393,65.153884,-124.999734,94.480322,8.095185,8.874992,19.427352,0.012174,18.13315,-499.99977,-499.404399,47.925616,28,173.641603,-7.273116,1.301668,NA,13.546468,-1
"2024/06/26 17:01:07",60,45.981754,28.721825,45.574113,45.38802,45.137265,45.45754,9.286638,8.781366,0.400195,0,1.3091140000000001,44.932583,0,49.11747,36.715855,3.270255,-1.261284,44.791679,46.054684,91.95739,38.492474,0.473589,0.493692,46.621529,37.913483,24.701967,24.800346,1,0,1,0,4.270833,3.981481,0.500579,0.248473,0,1.295196,91.598694,92.399315,49.302654,38.333332,1.567796,0.888802,92.207489,92.894608,49.17535,17.097801,0,0,2.35435,2140.219971,1013.3,0.018141,149.354941,12.730918,13.214927,8.825131,5.663038,0.024739,161.371939,656.729,73.015043,58725.4,3.688796,59.226876,-0.489693,50.67284,65.229252,-125.001207,98.930651,7.684311,8.564119,19.434307,0.012121,18.135198,-499.999655,-499.401296,47.922498,28,173.284446,-7.028467,1.355958,NA,13.957836,-1
"2024/06/26 17:01:27",80,45.981464,28.720906,45.448394,45.332876,45.126289,45.47537,9.256479,8.781366,0.401208,0,1.3091140000000001,44.932571,0,49.033562,36.811337,3.197628,-1.261284,44.788784,46.031509,91.98632,38.483795,0.473589,0.493692,46.673008,37.954288,24.652775,24.846643,1,0,1,0,4.270833,3.981481,0.500579,0.248473,0,1.295196,91.6091,92.399902,49.383678,38.153934,1.567796,0.878733,92.207497,92.884766,49.12616,17.204861,0,0,2.40803,2140.22998,1013.3,0.018045,148.708949,12.659483,13.301712,9.025989,5.667544,0.026505,175.412616,656.786,73.173864,58725.8,3.686768,47.506397,-0.413095,52.779241,65.32648,-124.99972,98.119805,7.758873,8.19541,19.43078,0.012171,18.139097,-499.999598,-499.413909,47.972543,28,173.817597,-7.096622,1.332086,NA,13.910721,-1
"2024/06/26 17:01:47",100,45.971329,28.785206,45.576243,45.359201,45.147116,45.447423,9.236334,8.781366,0.401208,0,1.3091140000000001,44.912033,0,49.143517,36.846066,3.345774,-1.261284,44.706318,46.044533,91.967529,38.46933,0.473589,0.494705,46.683136,38.026035,24.655668,24.826385,1,0,1,0,4.270833,3.981481,0.500579,0.247471,0,1.295196,91.608528,92.39991,49.496529,38.151039,1.567796,0.888802,92.197617,92.905052,49.178238,17.277199,0,0,2.42057,2140.25,1013.3,0.019408,163.011557,12.596766,13.73159,9.017628,5.695724,0.023332,168.40647,656.804,73.820176,58726.2,3.705863,45.46297,-0.616807,51.026352,65.418484,-124.999476,98.739661,7.824334,8.116351,19.427847,0.012076,18.137255,-499.999943,-499.404945,48.001476,28,174.325523,-7.161732,1.329629,NA,12.08588,-1
"2024/06/26 17:02:07",120,45.972797,28.724176,45.502477,45.394859,45.150287,45.438097,9.276675,8.771342,0.400202,0,1.3091140000000001,44.912033,0,48.98148,36.837383,3.23206,-1.261284,44.644119,46.034401,91.953049,38.489582,0.473589,0.494705,46.705711,38.076962,24.61516,24.80324,1,0,1,0,4.270833,3.981481,0.500579,0.248473,0,1.295196,91.608528,92.379082,49.568871,38.13657,1.567796,0.888802,92.198196,92.873817,49.322914,17.751736,0,0,2.41251,2140.26001,1013.3,0.019426,161.587585,12.937922,13.458753,9.161422,5.680625,0.026034,184.290721,656.888,73.676347,58726.6,3.701669,46.303147,-0.607901,51.237586,65.494769,-125.000338,100.884863,7.468246,8.000942,19.428425,0.012131,18.143548,-499.997156,-499.404945,48.091997,28,174.274276,-6.970619,1.361483,NA,12.095366,-1
"2024/06/26 17:02:27",140,45.972794,28.750665,45.45824,45.372776,45.142183,45.440437,9.246409,8.781366,0.400202,0,1.3091140000000001,44.912037,0,48.923607,36.779514,3.252604,-1.261284,44.561665,46.056107,91.953056,38.489582,0.473589,0.493699,46.705128,38.159706,24.386574,24.754047,1,0,1,0,4.282407,3.981481,0.500579,0.248466,0,1.295196,91.608528,92.379082,49.432869,38.321754,1.567796,0.888802,92.177917,92.915764,49.062496,17.745947,0,0,2.39708,2140.27002,1013.3,0.020332,169.122995,12.872041,13.197376,9.193056,5.669615,0.024658,179.114386,656.908,73.675991,58727,3.69527,46.62612,-0.411069,51.628282,65.595651,-125.000388,98.842256,7.537011,7.816318,19.430643,0.012154,18.111515,-499.997759,-499.411208,48.162831,28,173.876518,-6.984538,1.312772,NA,12.025539,-1
"2024/06/26 17:02:47",160,45.962379,28.840525,45.484352,45.356427,45.123556,45.456528,9.246231,8.771341,0.400202,0,1.3091140000000001,44.911728,0,49.004627,36.877892,3.357927,-1.261284,44.53273,46.025723,91.941475,38.466434,0.473589,0.494712,46.735817,38.19038,24.782986,24.826389,1,0,1,0,4.270833,3.981481,0.500579,0.248466,0,1.295196,91.608513,92.379082,49.441551,38.428814,1.567796,0.888802,92.177933,92.906494,49.129051,17.711226,0,0,2.41011,2140.280029,1013.3,0.019138,165.2535,12.680272,13.087865,9.233561,5.675172,0.027652,194.024749,656.957,73.844221,58727.4,3.692448,115.893365,-0.406117,50.352659,65.708789,-124.999813,97.245502,7.737174,7.760001,19.432036,0.012189,18.135323,-499.997587,-499.404773,48.222806,28,174.748492,-7.137416,1.282519,NA,13.06539,-1
"2024/06/26 17:03:07",180,45.962379,28.846733,45.48175,45.384565,45.146772,45.385397,9.326664,8.771341,0.401215,0,1.3091140000000001,44.901024,0,49.114578,36.733212,3.191261,-1.261284,44.482079,46.025719,91.935699,38.498264,0.473589,0.494712,46.756638,38.2523,24.620947,24.806131,1,0,1,0,4.282407,3.993056,0.500579,0.249483,0,1.295196,91.608498,92.36866,49.383678,38.880207,1.567796,0.888803,92.188377,92.896378,49.31712,17.670715,0,0,2.3837,2140.300049,1013.3,0.02099,178.821685,12.334124,13.988836,9.14001,5.680677,0.025134,162.321406,657.027,73.772866,58727.8,3.693338,99.080056,-0.453886,52.021854,65.727406,-124.999662,97.240524,8.098472,7.849466,19.430575,0.012127,18.098929,-500.002069,-499.408364,48.262531,28,175.083842,-7.360791,1.331549,NA,13.939883,-1
